"KEY","KIND","COMMENT","ARGUMENTS","ENG","FR","ES"
"40-503-00008","ALL","Reason 2 for skip: user set SKIP_{0} to True and files were found","{0} = filename found","User set skip to 'True' and file(s) were found \n\t Filename = {0}","",""
"40-503-00009","ALL","prints that sequence found","{0} = sequence name","Processing sequence '{0}'","",""
"40-503-00010","ALL","prints that we are finding raw files","None","Locating raw files","",""
"40-503-00011","ALL","prints that we are generating run list","None","Generating run list","",""
"40-503-00012","ALL","prints which recipe we are processing","{0} = recipe name; {1} = short name","\t processing recipe '{0}' ({1})","",""
"40-503-00013","ALL","prints the run item string","{0} = run item string","\t {0}","",""
"40-503-00014","ALL","prints that we are loading the recipe module files","None","\t Loading recipe module files...","",""
"40-503-00015","ALL","prints that we are validating run ids","{0} = number of runs found","Validating all runs ({0} run ids found)","",""
"40-503-00016","ALL","prints that we are running with a single core","None","Running with 1 core","",""
"40-503-00017","ALL","prints that we are running with multiple cores","{0} = number of cores using","Running with {0} cores","",""
"40-503-00018","ALL","prints that we are handling group N of M","{0} = start text (do not change); {1} = current group number; {2} = number of groups; {3} = short name for group","{0} GROUP {1}/{2} ({3})","",""
"40-503-00019","ALL","prints that we found an error for this ID and we are now printing it","{0} = run id key","Error found for ID='{0}'","",""
"40-503-00020","ALL","prints the id and time for a run id","{0} = run id key; {1} = time to complete","ID = {0} \tTime = {1:.3f}","",""
"40-503-00021","ALL","prints that we are skipping group due to run=False","{0} = recipe name; {1} = short name","\t skipping recipe '{0}' (RUN_{1}=False)","",""
"40-503-00022","ALL","the prompt when a warning happens (before processing)","None","Continue? [Y]es or [N]o: \t","",""
"40-503-00023","ALL","prompt “True” answer (Upper case string)","None","Y","",""
"40-503-00024","ALL","prompt “False” answer (Upper case string)","None","N","",""
"40-503-00025","ALL","prints total time","{0} = total time","Total time taken = {0:.3f}","",""
"40-503-00026","ALL","prints that we black listed some nights","{0} = nights black listed","\t\tBlack listing directories: {0}","",""
"40-503-00027","ALL","prints that we white listed somenights","{0} = nights white listed","\t\tWhite listing directories: {0}","",""
"40-503-00028","ALL","prints that we are in trigger mode and have reached the point where we don't have enough files to continue","{0} = recipe name","Trigger mode: Not enough files to continue. Stopping at recipe = {0}","",""
"40-503-00029","ALL","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-504-00000","ALL","Drs Listing messages","None","","",""
"40-504-00001","ALL","Prints that we are removing an index file","{0} = index file name","Removing index file: {0}","",""
"40-504-00002","ALL","Logs that we are scanning this nightname directory for files","{0} = night name","\tScanning directory: {0}","",""
"40-504-00003","ALL","Reading headers","None","Reading headers for indexing","",""
"40-504-00004","ALL","Prints the file we are reading (for indexing)","{0} = iteration number; {1} = total number of files","\tProcessing file {0} of {1}","",""
"40-504-00005","ALL","Prints the night name we are processing","{0} = night name","Processing night: {0}","",""
"40-504-00006","","","","","",""
"","","","","","",""
"40-505-00000","ALL","Remake calib db messages","None","","",""
"40-505-00001","ALL","prints the progress sorting through db files","{0} = current iteration number; {1} = total number of iterations; {2} = filename","Processing file {0} of {1}: {2}","",""
"40-505-00002","ALL","prints that we have identified file as specific type","{0} = id type","\t File identified as '{0}'","",""
"40-505-00003","ALL","prints that we have skipped a file due to master prefix","{0} = master prefix","\t File skipped (master prefix='{0}')","",""
"40-505-00004","ALL","prints that masters must be added manually","None","Note: master switch (1 or 0) must be added manually! \n\t Press enter to continue:\t","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-999-00000","ALL","Miscellaneous messages","None","","",""
"40-999-00001","ALL","Print that we are loading the cavity file","{0} = filename","Read cavity file from {0}","",""
"40-999-00002","ALL","Prints that we are loading the tapas file","{0} = filename","Read tapas file from {0}","",""
"40-999-00003","ALL","Prints that we are loading the obj list file","{0} = filename","Read gaia lookup table from {0}","",""
"40-999-00004","ALL","Prints that we are combining files with math","{0} = math used","Combining files. Math = '{0}'","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"90-000-00000","DEBUG","Debug messages","None","\t","",""
"90-000-00001","DEBUG","Prints that we are using an empty recipe","None","No recipe name defined starting with empty recipe.","",""
"90-000-00002","DEBUG","Prints the local copy of variables (as debug)","{0} = key name; {1} = data type","LOCAL COPY key ‘{0}’ = {1}","",""
"90-000-00003","DEBUG","Prints that we could not copy local variable","{0} = Error type; {1} = Error message","\t local variable not copied \n\t Error {0}: {1}","",""
"90-000-00004","DEBUG","Prints the function we are in","{0} = function name","In Func: {0}","",""
"90-000-00005","DEBUG","Prints that we have executed a function N times","{0} = number of times function ran","\t Entered {0} times","",""
"","","","","","",""
"90-001-00000","DEBUG","Debug Argument messages","None","\t","",""
"90-001-00001","DEBUG","Prints that we have found the directory via an absolute path","{0} = directory name","Directory found (absolute path): '{0}'","",""
"90-001-00002","DEBUG","Prints that we are checking file locations for 'filename'","{0} = filename","Checking file locations for '{0}'","",""
"90-001-00003","DEBUG","Prints that Argument file was not found","{0} = Argument name; {1} = filename","Argument '{0}': File not found='{1}'","",""
"90-001-00004","DEBUG","Prints that Argument file was found via full filepath","{0} = Argument name; {1} = filename","Argument '{0}': File found (full file path)='{1}'","",""
"90-001-00005","DEBUG","Prints that Argument file was found via input file path","{0} = Argument name; {1} = filename","Argument '{0}': File found (input file path)='{1}'","",""
"90-001-00006","DEBUG","Prints that Argument file was found via full file path + '.fits'","{0} = Argument name; {1} = filename","Argument '{0}': File found (full file path + '.fits')='{1}'","",""
"90-001-00007","DEBUG","Prints that Argument file was found via input file path + '.fits'","{0} = Argument name; {1} = filename","Argument '{0}': File found (input file path + '.fits')='{1}'","",""
"90-001-00008","DEBUG","Prints that we are checking a specific DrsFile type","{0} = DrsFile type; {1} = filename","Checking DrsFile='{0}' filename='{1}'","",""
"90-001-00009","DEBUG","Prints that we have a valid file extension","{0} = Argument name; {1} = filename","Argument '{0}': Valid file extension for file='{1}'","",""
"90-001-00010","DEBUG","Prints that we found Argument file header key","{0} = Argument name; {1} = header key; {2} = filename","Argument '{0}': Header key '{1}' found for file='{2}'","",""
"90-001-00011","DEBUG","Prints that Argument file header key value is incorrect (defined by file definition)","{0} = Argument name; {1} = header key; {2} = header key value","Argument '{0}': Header key '{1}' value is incorrect (value='{2}')","",""
"90-001-00012","DEBUG","Prints that Argument file header key value is correct (defined by file definition)","{0} = Argument name; {1} = header key; {2} = header key value","Argument '{0}': Header key '{1}' valid for recipe (value='{2}')","",""
"90-001-00013","DEBUG","Prints that Argument exclusivity check was skipped for first file","{0} = Argument name; {1} = current DrsFile type","Argument '{0}': Exclusivity check skipped for first file (type='{1}')","",""
"90-001-00014","DEBUG","Prints that Argument exclusivity was maintained","{0} = Argument name; {1} = current DrsFile type","Argument '{0}': File exclusivity maintained. (type='{1}')","",""
"90-001-00015","DEBUG","Prints that Argument exclusivity logic was 'inclusive' so we skip check","{0} = Argument name","Argument '{0}': File logic is 'inclusive' - skipping check.","",""
"90-001-00016","DEBUG","Prints that Argument file passes all criteria. Note we want a new line after this debug message (to destinguish arguments/files)","{0} = Argument name; {1} = filename; {2} = DrsFile type","Argument '{0}': File='{1}' passes all criteria (type='{2}')\n","",""
"90-001-00017","DEBUG","Prints that we have found the directory via an input directory + path","{0} = Argument name; {1} = directory name","Argument '{0}': Directory found (inputdir + path): '{1}'","",""
"90-001-00018","DEBUG","Prints that we have entered CheckDirectory action","{0} = Argument name","Checking Directory for argument: '{0}'","",""
"90-001-00019","DEBUG","Prints that we have entered CheckFiles action","{0} = Argument name","Checking Files for argument: '{0}'","",""
"90-001-00020","DEBUG","Prints that we have entered CheckBool","{0} = Argument name","Checking Bools for argument: '{0}'","",""
"90-001-00021","DEBUG","Prints the value CheckBool gave to argument","{0} = Argument name; {1} = entered value; {2} = assigned value","Argument '{0}': Value entered='{1}' value assigned='{2}'","",""
"90-001-00022","DEBUG","Prints that there were no matching files from 'filelist' in the index file","{0} = index file name","No matching files for index file = '{0}'","",""
"90-001-00023","DEBUG","Prints that we found a number of files in the index file name","{0} = number of files found; {1} = index file name","Found {0} files for index file = '{1}'","",""
"90-001-00024","DEBUG","Prints that we found X valid files for DrsFileType Y","{0} = number of valid file found; {1} = DrsFile type","\t - Found {0} valid files for DrsFileType '{1}'","",""
"90-001-00025","DEBUG","Prints that index file was found","{0} = index file name","Found index file at '{0}'","",""
"90-001-00026","DEBUG","Prints that index file was not found","{0} = index file name","Index file not found at '{0}'","",""
"90-001-00027","DEBUG","Prints that we are filtering by key for value1 or value2 or value3...","{0} = key name; {1} = list of values","Filtering by key='{0}' for values '{1}'","",""
"90-001-00028","DEBUG","Prints that we are only using the last entry","None","Only using last entry","",""
"90-001-00029","DEBUG","Prints that we are adding X number of files to the group and the dir/type/exposure number","{0} = number of files adding; {1} = (directory, type, exposure sequence number)","Adding {0} files to group ('{0}')","",""
"90-001-00030","DEBUG","Prints that we could not id closest file (when matching multiple files in trigger)","{0} = target directory; {1} = list of other directories","Cannot identify closest file (no directory match) \n\tTarget='{0}'\tChoices='{1}'","",""
"90-001-00031","DEBUG","Prints that we are setting the program name","{0} = program name","Setting program name to: '{0}'","",""
"90-001-00032","DEBUG","Prints that we are setting ipython return mode","{0} = return value","Setting ipython_return to True","",""
"90-001-00033","DEBUG","Prints that we are setting break points mode","None","Setting allow_breakpoints to True","",""
"90-001-00034","DEBUG","Prints that we are setting quiet mode","None","Setting mode to quiet","",""
