"ARGUMENTS","ENG","FR","KEYDESC","KEYNAME","KIND"
"{0} = exposure filename; {1} = exposure number","Exposure {0} in polarimetric mode, setting exposure number {1}","","Print we are setting exposure","40-021-00020","ALL"
"{0} = exposure filename","Setting exposure 1 in polarimetry sequence to {0}","","print that we are setting exposure 1","40-021-00021","ALL"
"{0} = exposure key","Loading data for {0}","","prints that we are loading data for file","40-021-00022","ALL"
"{0} = polar calc routine name","Routine {0} ran successfully","","print that polar calculation ran successfully","40-021-00023","ALL"
"{0} = polar algorithm method","Calculating polarization using {0}","","prints we are calculating polarization using a spefiic method","40-021-00024","ALL"
"{0} = s1d key","Creating {0} file","","print that we are creating a s1d file","40-021-00025","ALL"
"{0} = not nfit; {1} = nfit ; {1} = fit rms","\tnfit={0}/{1}\n\tfit RMS={2:.3e}","","prints the fit continuum stats","40-021-00026","ALL"
"{0} = unfiltered rms value","\tUnfiltered RMS={0:.3e}","","print unfiltered rms value","40-021-00027","ALL"
"{0} = lsd mask filename","Selected input LSD mask: {0}","","print the selected LSD mask ","40-021-00028","ALL"
"{0} = number of lines","Number of lines in the original mask = {0}","","print the number of lines in original mask","40-021-00029","ALL"
"{0} = number of lines","Number of lines after filtering = {0}","","print the number of lines after filtering","40-021-00030","ALL"
"","","","","40-021-00031","ALL"
"","","","","40-021-00032","ALL"
"","","","","40-021-00033","ALL"
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Post-processing messages","40-090-00000","ALL"
"{0} = post file type","Processing {0}","","prints with post file we are currently generating","40-090-00001","ALL"
"{0} = post file name","Writing to file: {0}","","prints we are writing post file","40-090-00002","ALL"
"{0} = observation directory","Loading full database. OBS_DIR={0}. Please wait...","","prints that we are loading the full database","40-090-00003","ALL"
"{0} = time taken in seconds","Full database loaded in {0:.4f} s","","prints that the full database was loaded in this amount of time","40-090-00004","ALL"
"{0} = extension position; {1} = extension name; {2} = mode","\tAdding EXT={0} ({1}) [Header only] mode={2}","","prints that we are adding extension but only the header","40-090-00005","ALL"
"{0} = extension position; {1} = extension name; {2} = mode","\tAdding EXT={0} ({1}) mode={2}","","prints that we are adding extension","40-090-00006","ALL"
"{0} = base filename","\t\tFile: {0}","","prints the file we are adding","40-090-00007","ALL"
"{0} = extension position; {1} = extension name; {2} = mode","\tAdding EXT-{0} ({1}) [TABLE] mode={2}","","prints that we are adding extension (table mode)","40-090-00008","ALL"
"None","No errors occurred during recipe run","","report no errors were found","40-090-00009","ALL"
"","","","","40-090-00010","ALL"
"","","","","40-090-00011","ALL"
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Plotting message","40-100-00000","ALL"
"{0} = number of iterations","Plot loop navigation: Go to \n\t [P]revious plot \n\t [N]ext plot \n\t [E]nd plotting \n\t Number from [0 to {0}]: \t","","The plot loop text","40-100-00001","ALL"
"{0} = name of plot","Plotting debug plot: {0}","","Plotting debug plot","40-100-00002","ALL"
"{0} = name of plot","Plotting summary plot: {0}","","Plotting summary plot","40-100-00003","ALL"
"None","Creating summary latex document","","Creating summary latex document","40-100-00004","ALL"
"None","Creating summary html document","","Creating summary html document","40-100-00005","ALL"
"None","Plotting: Must close other plots before a loop debug plot.","","Close plots for loop debug plot","40-100-00006","ALL"
"{0} = name of plot","Plotting plot: {0}","","Plotting plot","40-100-00007","ALL"
"None","Skipping latex compile (DRS_PDFLATEX_PATH not set)","","Means that we are skipping latex plot due to pdflatex path being None","40-100-00008","ALL"
"","","","","40-100-00009","ALL"
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Summary plot messages","40-100-01000","ALL"
"None","Graphs","","text for graph section title","40-100-01000","ALL"
"{0} = recipe short name","This section contains the summary graphs for recipe {0}","","text for graph section text","40-100-01001","ALL"
"{0} = command used","Command used: {0}","","text for quality control command print out","40-100-01002","ALL"
"None","Quality Control","","text for quality control section title","40-100-01003","ALL"
"{0} = recipe short name","This section contains a summary of the quality control for recipe {0}. In the table green elements passed the quality control and red failed.","","text for quality control section text","40-100-01004","ALL"
"{0} = recipe short name","Quality control criteria for {0}. Green = PASS, Red = Failed.","","text for quality control caption","40-100-01005","ALL"
"{0} = recipe name; {1} = pid","Summary for {0}: {1}","","text for summary pdf title","40-100-01006","ALL"
"{0} = graph number; {1} = graph name","Figure {0}: {1}","","text for graph mention","40-100-01007","ALL"
"None","Statistics and Numbers","","text for stats section title","40-100-01008","ALL"
"{0} = recipe short name","This section contains any important statistics and numbers for recipe {0}.","","text for stats section text","40-100-01009","ALL"
"{0} = recipe short name","Statistics and numbers for {0}","","text for stats caption","40-100-01010","ALL"
"None","Warnings","","text for warning section title","40-100-01011","ALL"
"None","No quality control parameters defined.","","text for no quality controls","40-100-01012","ALL"
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Locking messages","40-101-00000","ALL"
"{0} = path of lock directory","Lock: Activated {0}","","Notify user that lock is activated","40-101-00001","ALL"
"{0} = lock name","Lock: File added to queue: {0}","","Notify user that lock file added to queue","40-101-00002","ALL"
"{0} = lock name","Lock: File unlocked: {0}","","Notify user that lock file is unlocked","40-101-00003","ALL"
"{0} = lock name","Lock: File removed from queue: {0}","","Notify user that lock file removed from queue","40-101-00004","ALL"
"{0} = path of lock directory","Lock: Deactivated {0}","","Notify user that lock is deactivated","40-101-00005","ALL"
"","","","","40-101-00006","ALL"
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Tool messages","40-500-00000","ALL"
"","","","","",""
"None","","","Drs Changelog messages","40-501-00000","ALL"
"{0} = version","Current version is '{0}'","","print current version","40-501-00001","ALL"
"None","New version required?","","ask whether new version required","40-501-00002","ALL"
"None","\n\tPlease Enter new version:\t","","enter new version","40-501-00003","ALL"
"None","\n\tPlease Re-Enter new version:\t","","Re-enter new version","40-501-00004","ALL"
"None","Versions do not match","","print that versions do not match","40-501-00005","ALL"
"{0} = version","New version is '{0}'","","print the new version","40-501-00006","ALL"
"None","\t\tIs this correct?","","Asks for confirmation about new version","40-501-00007","ALL"
"None","Running in preview mode","","prints that we are reading drs version","40-501-00008","ALL"
"None","Reading DRS version","","informs user if we are running in preview mode","40-501-00009","ALL"
"None","Updating changelog","","prints that we are updating changelog","40-501-00010","ALL"
"None","Keep changes?","","If in preview mode asks if we want to keep changes","40-501-00011","ALL"
"","","","","",""
"None","","","Drs Reset messages","40-502-00000","ALL"
"{0} = directory name","\t Are you sure you wish to reset the {0} directory? \t If you are sure you want to reset type 'yes'","","prints a reset confirmation for specific directory","40-502-00001","ALL"
"{0} = directory name","\t Reset the {0} directory?\t","","prints the message to prompt user input to reset","40-502-00002","ALL"
"{0} = directory name","\t Resetting {0} directory","","prints that we are resetting the directory name directory","40-502-00003","ALL"
"{0} = filename","\t Removing file: {0}","","prints that we are removing files (if log needed)","40-502-00004","ALL"
"{0} = directory name","\t Directory {0} does not exist. Should we create it?","","Means that directory does not exist and asks user whether we should create it","40-502-00005","WARNING 2"
"{0} = directory name","\t Create directory {0}?\t","","prints the message to prompt user to create directory","40-502-00006","ALL"
"{0} = filename; {1} = directory","\t Adding file: {0} to {1}","","prints that we are adding file to directory (for reset)","40-502-00007","ALL"
"{0} = link name","\t Skipping link: {0}","","prints that we are skipping link (subdirs)","40-502-00008","ALL"
"{0} = filename","\t Removing file: {0}","","prints that we are removing file (subdirs)","40-502-00009","ALL"
"{0} = directory name","\t Removing directory: {0}","","prints that we are removing directory (subdirs)","40-502-00010","ALL"
"None","\t Empty directory found.","","prints that empty directory was found","40-502-00011","ALL"
"{0} = name","{0} directory:","","prints reset title","40-502-00012","ALL"
"{0} = name","\t Not resetting {0} directory.","","prints that we are not reseting directory","40-502-00013","ALL"
"","","","","",""
"","","","","",""
"None","","","Drs Reprocess messages","40-503-00000","ALL"
"{0} = instrument name; {1} = recipe name; {2} = process id","[{0}] {1} has started (PID = {2})","","Text message to send via email when started","40-503-00001","ALL"
"{0} = instrument name; {1} = recipe name; {2} = process id","[{0}] {1} has finished (PID = {2})","","Text message to send via email when finished","40-503-00002","ALL"
"{0} = night name","\tScanning directory: {0}","","Logs that we are scanning this nightname directory for raw files","40-503-00003","ALL"
"{0} = runid; {1} = iteration number; {2} = total number of iterations","\nValidating run {0} ({1} of {2})","","Logs that we are checking run","40-503-00004","ALL"
"{0} = runid","\t run {0} validated","","Logs that we have validated run","40-503-00005","ALL"
"{0} = runid; {1} = reason for skip","Skipped run {0} \n\t {1}","","Logs that we have skipped run","40-503-00006","ALL"
"None","User set run to 'False'","","Reason 1 for skip: user set RUN_{0} to False","40-503-00007","ALL"
"{0} = filename found","User set skip to 'True' and file(s) were found \n\t Filename = {0}","","Reason 2 for skip: user set SKIP_{0} to True and files were found","40-503-00008","ALL"
"{0} = sequence name","Processing sequence '{0}'","","prints that sequence found","40-503-00009","ALL"
"None","Locating raw files","","prints that we are finding raw files","40-503-00010","ALL"
"None","Generating run list","","prints that we are generating run list","40-503-00011","ALL"
"{0} = recipe name; {1} = short name","\t processing recipe '{0}' ({1})","","prints which recipe we are processing","40-503-00012","ALL"
"{0} = run item string","\t {0}","","prints the run item string","40-503-00013","ALL"
"None","\t Loading recipe module files...","","prints that we are loading the recipe module files","40-503-00014","ALL"
"{0} = number of runs found","Validating all runs ({0} run ids found)","","prints that we are validating run ids","40-503-00015","ALL"
"None","Running with 1 core","","prints that we are running with a single core","40-503-00016","ALL"
"{0} = number of cores using","Running with {0} cores","","prints that we are running with multiple cores","40-503-00017","ALL"
"{0} = start text (do not change); {1} = current group number; {2} = number of groups; {3} = short name for group","{0} GROUP {1}/{2} ({3})","","prints that we are handling group N of M","40-503-00018","ALL"
"{0} = run id key","Error found for ID='{0}'","","prints that we found an error for this ID and we are now printing it","40-503-00019","WARNING 8"
